id,lang,bName,sNum,sProportion,langRank
1874,African Language: Shona,Lambeth,57,1.97E-04,69
1875,West or Central Asian Language: Hebrew,Lambeth,50,1.72E-04,70
1876,South Asian Language: Sinhala,Lambeth,50,1.72E-04,71
1877,East Asian Language: Malay,Lambeth,42,1.45E-04,72
1878,Other European Language (EU): Slovenian,Lambeth,31,1.07E-04,73
1879,Sign Language: Sign Language (all other),Lambeth,25,8.62E-05,74
1880,Other European Language (non EU): Any other Eastern European Language (non EU),Lambeth,22,7.58E-05,75
1881,South Asian Language: Malayalam,Lambeth,22,7.58E-05,76
1882,Caribbean Creole: Caribbean Creole (English-based),Lambeth,22,7.58E-05,77
1883,Sign Language: Any Sign Communication System,Lambeth,21,7.24E-05,78
1884,South Asian Language: Marathi,Lambeth,16,5.52E-05,79
1885,South Asian Language: Telugu,Lambeth,15,5.17E-05,80
1886,Other European Language (non-national): Romani language (any),Lambeth,5,1.72E-05,81
1887,North-South American language (any),Lambeth,5,1.72E-05,82
1888,South Asian Language: Pakistani Pahari (with Mirpuri and Potwari),Lambeth,4,1.38E-05,83
1889,Other European Language (non-national): Yiddish,Lambeth,1,3.45E-06,84
1890,Oceanic - Australian language (any),Lambeth,1,3.45E-06,85
1891,Caribbean Creole: Caribbean Creole (all other),Lambeth,1,3.45E-06,86
1892,English (English or Welsh if in Wales),Lewisham,219035,0.83519538,1
1893,Other European Language (EU): Polish,Lewisham,4088,0.01558782,2
1894,French,Lewisham,3929,0.01498154,3
1895,South Asian Language: Tamil,Lewisham,3338,0.01272802,4
1896,Spanish,Lewisham,2477,0.00944497,5
1897,Turkish,Lewisham,2227,0.0084917,6
1898,Portuguese,Lewisham,1966,0.00749649,7
1899,East Asian Language: All other Chinese,Lewisham,1791,0.00682921,8
1900,Other European Language (EU): Italian,Lewisham,1543,0.00588356,9
1901,Other European Language (EU): Lithuanian,Lewisham,1179,0.00449561,10
1902,Other European Language (non EU): Albanian,Lewisham,1040,0.00396559,11
1903,East Asian Language: Vietnamese,Lewisham,990,0.00377494,12
1904,Arabic,Lewisham,964,0.0036758,13
1905,Other European Language (EU): German,Lewisham,952,0.00363004,14
1906,Russian,Lewisham,940,0.00358428,15
1907,African Language: Somali,Lewisham,878,0.00334787,16
1908,African Language: Yoruba,Lewisham,766,0.00292081,17
1909,Other European Language (EU): Bulgarian,Lewisham,718,0.00273778,18
1910,West or Central Asian Language: Persian-Farsi,Lewisham,711,0.00271109,19
1911,East Asian Language: Cantonese Chinese,Lewisham,698,0.00266152,20
1912,Other European Language (EU): Romanian,Lewisham,658,0.002509,21
1913,South Asian Language: Bengali (with Sylheti and Chatgaya),Lewisham,630,0.00240223,22
1914,African Language: Akan,Lewisham,535,0.00203999,23
1915,South Asian Language: Urdu,Lewisham,518,0.00197517,24
1916,Other European Language (EU): Hungarian,Lewisham,479,0.00182646,25
1917,East Asian Language: Mandarin Chinese,Lewisham,432,0.00164725,26
1918,East Asian Language: Japanese,Lewisham,431,0.00164343,27
1919,African Language: Igbo,Lewisham,431,0.00164343,28
1920,Other European Language (EU): Greek,Lewisham,411,0.00156717,29
1921,South Asian Language: Gujarati,Lewisham,356,0.00135745,30
1922,West-Central Asian Language: Pashto,Lewisham,330,0.00125831,31
1923,Other European Language (EU): Dutch,Lewisham,321,0.00122399,32
1924,African Language: Any other Nigerian language,Lewisham,319,0.00121637,33
1925,West Central Asian Language: Kurdish,Lewisham,308,0.00117442,34
1926,Other European Language (EU): Swedish,Lewisham,299,0.00114011,35
1927,East Asian Language: Tagalog-Filipino,Lewisham,280,0.00106766,36
1928,Other Languages: All other languages,Lewisham,247,9.42E-04,37
1929,Other European Language (EU): Slovak,Lewisham,245,9.34E-04,38
1930,African Language: African language (all other),Lewisham,227,8.66E-04,39
1931,South Asian Language: Hindi,Lewisham,224,8.54E-04,40
1932,African Language: West African language (all other),Lewisham,222,8.47E-04,41
1933,Other European Language (EU): Latvian,Lewisham,210,8.01E-04,42
1934,South Asian Language: Panjabi,Lewisham,210,8.01E-04,43
1935,Other European Language (EU): Czech,Lewisham,204,7.78E-04,44
1936,East Asian Language: Thai,Lewisham,192,7.32E-04,45
1937,African Language: Shona,Lewisham,178,6.79E-04,46
1938,South Asian Language: Nepalese,Lewisham,173,6.60E-04,47
1939,African Language: Afrikaans,Lewisham,162,6.18E-04,48
1940,West or Central Asian Language: West or Central Asian Language (all other),Lewisham,156,5.95E-04,49
1941,African Language: Swahili-Kiswahili,Lewisham,150,5.72E-04,50
1942,African Language: Luganda,Lewisham,150,5.72E-04,51
1943,South Asian Language: Sinhala,Lewisham,149,5.68E-04,52
1944,West Other European Language (non EU): Serbian-Croatian-Bosnianr Central Asian Language: West or Central Asian Language (all other),Lewisham,141,5.38E-04,53
1945,East Asian Language: Korean,Lewisham,137,5.22E-04,54
1946,South Asian Language: Malayalam,Lewisham,136,5.19E-04,55
1947,Other European Language (non EU): Northern European Language (non EU),Lewisham,135,5.15E-04,56
1948,Sign Language: British sign language,Lewisham,125,4.77E-04,57
1949,African Language: Lingala,Lewisham,124,4.73E-04,58
1950,Other European Language (EU): Danish,Lewisham,120,4.58E-04,59
1951,South Asian Language: Telugu,Lewisham,115,4.39E-04,60
1952,Other European Language (EU): Finnish,Lewisham,112,4.27E-04,61
1953,Other European Language (non EU): Ukrainian,Lewisham,108,4.12E-04,62
1954,South Asian Language: South Asian Language (all other),Lewisham,103,3.93E-04,63
1955,African Language: Tigrinya,Lewisham,103,3.93E-04,64
1956,East Asian Language: East Asian Language (all other),Lewisham,102,3.89E-04,65
1957,African Language: Amharic,Lewisham,95,3.62E-04,66
1958,African Language: Krio,Lewisham,82,3.13E-04,67
1959,East Asian Language: Malay,Lewisham,65,2.48E-04,68
1960,Other European Language (EU): Estonian,Lewisham,54,2.06E-04,69
1961,Other UK language: Total,Lewisham,46,1.75E-04,70
1962,Other European Language (EU): Any other European Language (EU),Lewisham,44,1.68E-04,71
1963,West or Central Asian Language: Hebrew,Lewisham,38,1.45E-04,72
1964,Welsh Cymraeg (in England only),Lewisham,34,1.30E-04,73
1965,Other European Language (EU): Maltese,Lewisham,29,1.11E-04,74
1966,South Asian Language: Pakistani Pahari (with Mirpuri and Potwari),Lewisham,26,9.91E-05,75
1967,Caribbean Creole: Caribbean Creole (English-based),Lewisham,26,9.91E-05,76
1968,South Asian Language: Marathi,Lewisham,20,7.63E-05,77
1969,Sign Language: Sign Language (all other),Lewisham,18,6.86E-05,78
1970,Sign Language: Any Sign Communication System,Lewisham,17,6.48E-05,79
1971,Other European Language (non EU): Any other Eastern European Language (non EU),Lewisham,9,3.43E-05,80
1972,Other European Language (EU): Slovenian,Lewisham,7,2.67E-05,81
1973,Oceanic - Australian language (any),Lewisham,6,2.29E-05,82
1974,Caribbean Creole: Caribbean Creole (all other),Lewisham,6,2.29E-05,83
1975,Other European Language (non-national): Romani language (any),Lewisham,3,1.14E-05,84
1976,North-South American language (any),Lewisham,3,1.14E-05,85
1977,Other European Language (non-national): Yiddish,Lewisham,0,0,86
1978,English (English or Welsh if in Wales),Merton,150367,0.78932808,1
1979,Other European Language (EU): Polish,Merton,6604,0.03466667,2
1980,South Asian Language: Tamil,Merton,5988,0.03143307,3
1981,South Asian Language: Urdu,Merton,3363,0.01765354,4
1982,Portuguese,Merton,1625,0.00853018,5
1983,French,Merton,1536,0.00806299,6
1984,Spanish,Merton,1396,0.00732808,7
1985,South Asian Language: Gujarati,Merton,1313,0.00689239,8
1986,South Asian Language: Bengali (with Sylheti and Chatgaya),Merton,970,0.00509186,9
1987,Other European Language (EU): Italian,Merton,969,0.00508661,10
1988,East Asian Language: Korean,Merton,918,0.0048189,11
1989,Other European Language (EU): Bulgarian,Merton,885,0.00464567,12
1990,Arabic,Merton,872,0.00457743,13
1991,Other European Language (EU): German,Merton,835,0.0043832,14
1992,Russian,Merton,646,0.00339108,15
1993,East Asian Language: Tagalog-Filipino,Merton,639,0.00335433,16
1994,East Asian Language: All other Chinese,Merton,634,0.00332808,17
1995,African Language: Akan,Merton,627,0.00329134,18
1996,Other European Language (EU): Romanian,Merton,581,0.00304987,19
1997,Other European Language (EU): Lithuanian,Merton,566,0.00297113,20
1998,East Asian Language: Japanese,Merton,544,0.00285564,21
1999,West or Central Asian Language: Persian-Farsi,Merton,503,0.00264042,22
2000,Turkish,Merton,446,0.00234121,23
2001,African Language: Afrikaans,Merton,442,0.00232021,24
2002,African Language: Somali,Merton,409,0.00214698,25
2003,South Asian Language: Nepalese,Merton,407,0.00213648,26
2004,Other European Language (EU): Hungarian,Merton,390,0.00204724,27
2005,South Asian Language: Panjabi,Merton,388,0.00203675,28
2006,Other European Language (EU): Slovak,Merton,363,0.00190551,29
2007,Other European Language (non EU): Northern European Language (non EU),Merton,275,0.00144357,30
2008,South Asian Language: Sinhala,Merton,263,0.00138058,31
2009,Other European Language (non EU): Albanian,Merton,249,0.00130709,32
2010,Other European Language (EU): Greek,Merton,247,0.00129659,33
2011,South Asian Language: Hindi,Merton,228,0.00119685,34
2012,Other Languages: All other languages,Merton,217,0.00113911,35
2013,East Asian Language: Cantonese Chinese,Merton,211,0.00110761,36
2014,Other European Language (EU): Dutch,Merton,207,0.00108661,37
2015,West-Central Asian Language: Pashto,Merton,202,0.00106037,38
2016,Other European Language (EU): Swedish,Merton,197,0.00103412,39
2017,Other European Language (EU): Czech,Merton,183,9.61E-04,40
2018,South Asian Language: Malayalam,Merton,178,9.34E-04,41
2019,East Asian Language: Thai,Merton,178,9.34E-04,42
2020,South Asian Language: South Asian Language (all other),Merton,175,9.19E-04,43
2021,West Central Asian Language: Kurdish,Merton,167,8.77E-04,44
2022,Other European Language (EU): Danish,Merton,152,7.98E-04,45
2023,West Other European Language (non EU): Serbian-Croatian-Bosnianr Central Asian Language: West or Central Asian Language (all other),Merton,134,7.03E-04,46
2024,African Language: African language (all other),Merton,124,6.51E-04,47
2025,East Asian Language: East Asian Language (all other),Merton,112,5.88E-04,48
2026,African Language: Luganda,Merton,105,5.51E-04,49
2027,East Asian Language: Mandarin Chinese,Merton,103,5.41E-04,50
2028,African Language: Yoruba,Merton,98,5.14E-04,51
2029,African Language: West African language (all other),Merton,92,4.83E-04,52
2030,West or Central Asian Language: West or Central Asian Language (all other),Merton,90,4.72E-04,53
2031,African Language: Shona,Merton,86,4.51E-04,54
2032,Other European Language (non EU): Ukrainian,Merton,85,4.46E-04,55
2033,East Asian Language: Vietnamese,Merton,82,4.30E-04,56
2034,African Language: Igbo,Merton,73,3.83E-04,57
2035,Other European Language (EU): Finnish,Merton,68,3.57E-04,58
2036,Other European Language (EU): Latvian,Merton,59,3.10E-04,59
2037,East Asian Language: Malay,Merton,55,2.89E-04,60
2038,Other European Language (EU): Maltese,Merton,52,2.73E-04,61
2039,South Asian Language: Telugu,Merton,52,2.73E-04,62
2040,South Asian Language: Marathi,Merton,50,2.62E-04,63
2041,Sign Language: British sign language,Merton,49,2.57E-04,64
2042,African Language: Any other Nigerian language,Merton,43,2.26E-04,65
2043,Other European Language (EU): Estonian,Merton,41,2.15E-04,66
2044,African Language: Lingala,Merton,40,2.10E-04,67
2045,African Language: Tigrinya,Merton,37,1.94E-04,68
2046,African Language: Swahili-Kiswahili,Merton,37,1.94E-04,69
2047,Welsh Cymraeg (in England only),Merton,33,1.73E-04,70
2048,Other European Language (non EU): Any other Eastern European Language (non EU),Merton,20,1.05E-04,71
2049,African Language: Amharic,Merton,20,1.05E-04,72
2050,West or Central Asian Language: Hebrew,Merton,19,9.97E-05,73
2051,Other European Language (EU): Any other European Language (EU),Merton,17,8.92E-05,74
2052,Other European Language (EU): Slovenian,Merton,13,6.82E-05,75
2053,African Language: Krio,Merton,13,6.82E-05,76
2054,Sign Language: Sign Language (all other),Merton,12,6.30E-05,77
2055,Other UK language: Total,Merton,11,5.77E-05,78
2056,Sign Language: Any Sign Communication System,Merton,7,3.68E-05,79
2057,North-South American language (any),Merton,5,2.63E-05,80
2058,Caribbean Creole: Caribbean Creole (all other),Merton,4,2.10E-05,81
2059,Oceanic - Australian language (any),Merton,3,1.58E-05,82
2060,Other European Language (non-national): Romani language (any),Merton,1,5.25E-06,83
2061,Other European Language (non-national): Yiddish,Merton,0,0,84
2062,South Asian Language: Pakistani Pahari (with Mirpuri and Potwari),Merton,0,0,85
2063,Caribbean Creole: Caribbean Creole (English-based),Merton,0,0,86
2064,English (English or Welsh if in Wales),Newham,171384,0.58613661,1
2065,South Asian Language: Bengali (with Sylheti and Chatgaya),Newham,21635,0.07399212,2
2066,South Asian Language: Urdu,Newham,12802,0.04378309,3
2067,South Asian Language: Gujarati,Newham,9735,0.03329389,4
2068,Other European Language (EU): Lithuanian,Newham,7833,0.02678901,5
2069,South Asian Language: Tamil,Newham,6818,0.02331769,6
2070,Other European Language (EU): Polish,Newham,5966,0.02040384,7
2071,South Asian Language: Panjabi,Newham,5224,0.01786618,8
2072,Other European Language (EU): Romanian,Newham,4555,0.01557819,9
2073,Portuguese,Newham,4061,0.0138887,10
2074,African Language: Somali,Newham,3082,0.0105405,11
2075,East Asian Language: Tagalog-Filipino,Newham,2632,0.00900149,12
2076,South Asian Language: Malayalam,Newham,2587,0.00884759,13
2077,French,Newham,2532,0.00865949,14
2078,South Asian Language: Hindi,Newham,2223,0.0076027,15
2079,Spanish,Newham,2211,0.00756166,16
2080,Other European Language (EU): Bulgarian,Newham,2022,0.00691528,17
2081,Russian,Newham,1774,0.00606711,18
2082,Arabic,Newham,1690,0.00577983,19
2083,East Asian Language: All other Chinese,Newham,1342,0.00458967,20
2084,West-Central Asian Language: Pashto,Newham,1279,0.0043742,21
2085,South Asian Language: Telugu,Newham,1266,0.00432974,22
2086,African Language: Akan,Newham,1210,0.00413822,23
2087,African Language: Swahili-Kiswahili,Newham,919,0.003143,24
2088,South Asian Language: Nepalese,Newham,915,0.00312932,25
2089,Other European Language (EU): Hungarian,Newham,882,0.00301646,26
2090,Other European Language (EU): Italian,Newham,875,0.00299252,27
2091,Turkish,Newham,811,0.00277364,28
2092,West or Central Asian Language: Persian-Farsi,Newham,739,0.00252739,29
2093,Other European Language (non EU): Albanian,Newham,703,0.00240427,30
2094,African Language: Yoruba,Newham,673,0.00230167,31
2095,Other European Language (EU): Latvian,Newham,590,0.00201781,32
2096,Other European Language (EU): Slovak,Newham,589,0.00201439,33
2097,Other Languages: All other languages,Newham,553,0.00189127,34
2098,South Asian Language: South Asian Language (all other),Newham,516,0.00176473,35
2099,Other European Language (EU): German,Newham,510,0.00174421,36
2100,African Language: West African language (all other),Newham,492,0.00168265,37
2101,South Asian Language: Sinhala,Newham,415,0.00141931,38
2102,African Language: African language (all other),Newham,398,0.00136117,39
2103,East Asian Language: Cantonese Chinese,Newham,386,0.00132013,40
2104,East Asian Language: Vietnamese,Newham,382,0.00130645,41
2105,African Language: Igbo,Newham,372,0.00127225,42
2106,East Asian Language: East Asian Language (all other),Newham,312,0.00106705,43
2107,African Language: Any other Nigerian language,Newham,304,0.00103969,44
2108,African Language: Luganda,Newham,289,9.88E-04,45
2109,Other European Language (EU): Greek,Newham,283,9.68E-04,46
2110,African Language: Lingala,Newham,267,9.13E-04,47
